nom,prenom,age,taille,poids,sexe,sport_licence,niveau_etude,region,smoker,nationalité_francaise,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,montant_pret
Robbins,Ashley,32,163.8,76.0,H,non,doctorat,Corse,oui,oui,2063,divorcé,,0.38,2024-10-04,,854.72,6035.446018551712
Crawford,Amy,48,188.6,81.7,F,oui,master,Normandie,oui,oui,1290,divorcé,5.0,0.49,2022-07-21,331.0,10000.0,8255.660172817976
Cross,Kelly,75,164.3,65.9,F,non,aucun,Bretagne,non,oui,1313,divorcé,,0.85,2025-02-09,805.0,1260.4,5083.612822428259
Clark,Scott,57,171.0,39.3,F,non,aucun,Bretagne,oui,non,1029,marié,3.0,0.52,2021-10-29,,10000.0,500.0
Norman,Paige,75,175.4,79.0,F,oui,aucun,Occitanie,non,oui,2362,divorcé,4.0,0.39,2023-04-26,491.0,5000.0,500.0
Stout,Stephanie,62,178.4,66.8,F,oui,aucun,Corse,oui,oui,3735,divorcé,,0.4,2024-09-04,,,500.0
Reeves,Matthew,37,171.7,82.7,F,non,bac,Île-de-France,non,non,2379,marié,,0.21,2023-04-28,487.0,,500.0
Thomas,Debra,63,170.2,47.8,H,non,master,Auvergne-Rhône-Alpes,non,oui,2170,célibataire,,0.15,2021-05-12,,902.3,16629.25199108691
Brown,Ryan,70,180.8,86.5,F,oui,master,Provence-Alpes-Côte d’Azur,oui,oui,5826,marié,5.0,0.62,2024-12-15,,,29125.106077604294
Weiss,Allison,51,150.6,81.2,F,oui,doctorat,Hauts-de-France,non,oui,3353,,,0.86,2021-12-31,,,29651.483306242993
Delgado,Tristan,31,176.9,72.0,H,non,doctorat,Occitanie,oui,non,1599,,,0.35,2024-01-06,,5000.0,500.0
Parks,Wyatt,31,170.0,51.7,H,oui,doctorat,Île-de-France,non,oui,1814,divorcé,,0.07,2023-10-19,,,38558.79613385785
Gonzalez,Theresa,21,172.5,75.1,F,oui,bac+2,Hauts-de-France,oui,oui,609,célibataire,3.0,1.0,2024-12-28,,723.68,500.0
Williams,Kathryn,20,179.9,73.5,F,oui,bac,Auvergne-Rhône-Alpes,oui,oui,3332,célibataire,5.0,0.03,2021-08-28,660.0,,14791.054255033707
Holland,Jeremy,56,161.2,92.0,H,non,doctorat,Normandie,non,oui,2204,,,0.81,2022-06-18,,5000.0,24690.308171517718
Ritter,Carla,42,166.9,85.5,H,oui,aucun,Auvergne-Rhône-Alpes,non,oui,3099,divorcé,2.0,0.73,2021-03-04,,,14232.322333697375
Brown,Kimberly,55,182.7,74.8,F,non,doctorat,Auvergne-Rhône-Alpes,oui,non,1771,,0.0,0.09,2020-02-28,301.0,5000.0,500.0
Figueroa,Alison,25,156.3,82.4,F,non,master,Bretagne,non,oui,5431,veuf,,0.29,2022-01-22,505.0,5000.0,27702.156529405507
Robinson,Lauren,67,176.1,75.2,H,non,doctorat,Île-de-France,non,oui,2979,veuf,4.0,0.56,2021-10-23,376.0,,30331.9324936551
Gardner,Adam,49,180.4,66.0,F,oui,aucun,Provence-Alpes-Côte d’Azur,oui,non,3192,veuf,,0.35,2023-05-01,,621.78,500.0
Preston,Jocelyn,47,168.4,66.8,F,non,bac+2,Bretagne,non,oui,3877,divorcé,4.0,0.69,2021-09-27,,780.64,26198.455079027186
Mays,Hector,68,169.2,93.5,H,oui,master,Provence-Alpes-Côte d’Azur,oui,non,2128,célibataire,,0.18,2020-07-12,,,500.0
Peters,Kenneth,19,152.9,55.7,H,oui,aucun,Île-de-France,non,oui,1772,divorcé,3.0,0.42,2022-02-20,,10000.0,12454.328982490384
Johnson,Tiffany,65,176.8,59.5,H,oui,bac,Île-de-France,non,non,5181,veuf,4.0,0.56,2021-05-08,,10000.0,14858.463980839962
Flores,Kayla,75,160.0,66.5,F,oui,bac+2,Normandie,oui,oui,3746,,,0.73,2021-04-28,,1002.34,16415.71124195981
Monroe,Andrew,53,178.0,43.5,H,oui,master,Normandie,oui,oui,2952,célibataire,0.0,0.03,2021-09-15,630.0,1101.41,24462.730419394702
Mckay,Tyrone,59,151.6,78.3,H,oui,aucun,Provence-Alpes-Côte d’Azur,oui,oui,500,célibataire,3.0,0.38,2023-09-09,,672.52,500.0
Gentry,Anthony,20,171.6,88.3,F,non,bac+2,Provence-Alpes-Côte d’Azur,non,non,500,célibataire,2.0,0.2,2024-12-25,,921.64,500.0
Gibbs,John,34,176.9,43.0,F,oui,doctorat,Normandie,non,oui,1863,marié,4.0,0.92,2024-02-13,,,14449.054890309168
Williams,Jessica,54,164.4,80.1,F,oui,aucun,Bretagne,oui,oui,1363,marié,4.0,0.44,2020-11-24,,10000.0,500.0
Cook,Nicholas,73,159.4,69.4,F,oui,bac,Hauts-de-France,oui,non,3806,,,0.29,2020-04-09,,,500.0
Hernandez,Kari,67,164.9,64.9,F,non,bac,Île-de-France,non,oui,951,célibataire,,0.35,2024-03-10,329.0,5000.0,500.0
Barnes,Robert,25,170.7,79.9,H,non,aucun,Normandie,non,non,500,,,0.26,2022-09-01,,10000.0,500.0
Jackson,Angela,66,151.8,58.3,H,non,master,Hauts-de-France,non,non,2612,célibataire,1.0,0.25,2021-08-12,,1616.31,500.0
Gray,Eugene,69,185.7,71.8,F,non,aucun,Occitanie,non,oui,936,,2.0,0.28,2023-01-30,,,500.0
Thomas,Anne,59,168.4,72.7,H,oui,master,Bretagne,non,non,1251,marié,4.0,0.86,2022-05-19,710.0,926.12,4878.545755190827
Ramirez,Colleen,35,154.3,90.8,F,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,614,veuf,5.0,0.95,2021-12-01,,821.99,500.0
Calhoun,Kyle,40,173.7,61.6,F,oui,doctorat,Occitanie,non,oui,1899,,,0.31,2021-01-29,312.0,1414.5,23223.68674933023
Phillips,Robin,64,156.4,52.9,H,non,aucun,Occitanie,non,non,1541,marié,1.0,0.33,2022-02-15,,,500.0
Holder,Andrew,55,147.3,95.3,F,oui,doctorat,Corse,non,oui,1440,marié,,0.06,2022-07-26,636.0,948.67,32053.702626437243
Mendoza,Kyle,51,189.5,66.6,F,oui,aucun,Hauts-de-France,non,non,4944,marié,1.0,0.92,2021-03-03,,10000.0,500.0
House,Justin,43,161.7,70.8,H,non,doctorat,Bretagne,oui,non,1103,marié,,0.69,2025-04-12,,10000.0,500.0
Washington,Natasha,36,168.7,94.1,H,non,bac+2,Île-de-France,oui,oui,2002,divorcé,0.0,0.23,2021-01-23,651.0,5000.0,9001.546015414096
Fowler,Eric,72,161.5,47.1,H,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,non,4216,divorcé,,0.29,2020-03-06,476.0,10000.0,500.0
Richardson,Sarah,23,166.6,66.8,H,non,master,Provence-Alpes-Côte d’Azur,oui,oui,2582,marié,3.0,0.83,2021-10-29,,5000.0,10903.397392817302
Perry,Nicholas,67,155.8,61.9,H,non,bac,Normandie,non,oui,863,célibataire,,0.65,2021-05-31,323.0,10000.0,500.0
Sullivan,Jason,26,165.8,83.7,H,non,master,Occitanie,non,non,3895,,,0.61,2023-12-02,,,3166.0589984667286
Fox,Robert,70,170.0,68.5,H,oui,doctorat,Île-de-France,oui,oui,500,marié,,0.92,2022-12-08,796.0,548.48,24181.38134356665
Jones,Christina,64,161.4,69.0,F,non,aucun,Île-de-France,oui,oui,3318,,5.0,0.61,2024-08-10,,10000.0,2720.813788949977
Martin,Anna,49,172.1,68.2,F,non,master,Hauts-de-France,non,non,500,marié,,0.5,2020-01-23,,5000.0,500.0
Tyler,Brandon,69,173.4,51.2,H,oui,bac+2,Île-de-France,oui,non,1817,veuf,,0.15,2024-04-14,301.0,10000.0,500.0
Leach,Emily,22,169.2,93.2,H,non,doctorat,Normandie,oui,oui,1224,divorcé,,0.23,2023-04-21,,5000.0,11196.8709848394
Bryant,Jennifer,19,157.9,61.6,H,oui,master,Hauts-de-France,oui,oui,2237,divorcé,,0.62,2022-11-30,,10000.0,4057.591842683427
Martin,James,38,169.3,96.0,H,oui,doctorat,Hauts-de-France,oui,oui,3210,divorcé,,0.26,2023-04-05,779.0,10000.0,30089.662669880072
Lee,Laura,22,173.5,61.9,H,oui,bac,Île-de-France,non,oui,796,,3.0,0.88,2023-10-24,,,10822.827044993297
Olson,Edward,63,186.8,70.6,F,oui,aucun,Occitanie,non,oui,3885,divorcé,3.0,0.5,2020-08-12,,10000.0,15757.66361823247
Aguilar,Sarah,56,170.1,74.4,F,oui,bac,Bretagne,non,non,898,,,0.02,2024-05-04,630.0,,500.0
Sims,Joanne,47,160.5,48.4,H,non,aucun,Bretagne,oui,oui,3582,divorcé,5.0,0.12,2021-04-01,,724.76,3735.6587206274476
Jackson,Mary,46,173.9,58.2,H,oui,bac+2,Normandie,non,oui,2047,divorcé,,0.1,2020-11-21,833.0,957.57,15966.599106179901
Stewart,Sarah,49,179.8,43.1,F,non,bac,Hauts-de-France,non,oui,3214,marié,,0.55,2020-01-17,788.0,303.13,7056.806036648549
Allen,Carrie,56,180.2,72.9,F,non,master,Normandie,oui,oui,500,célibataire,0.0,0.14,2025-02-23,,,500.0
Myers,Gerald,51,172.0,76.7,F,oui,aucun,Corse,oui,non,3527,marié,5.0,0.03,2023-07-10,,654.46,500.0
Torres,Bonnie,22,160.1,71.0,F,non,bac,Occitanie,oui,non,2450,,2.0,0.86,2022-09-08,791.0,10000.0,500.0
Martin,Diana,30,172.0,45.4,F,oui,bac,Hauts-de-France,oui,non,2893,célibataire,0.0,0.05,2022-02-27,,793.96,500.0
Burke,Christopher,57,171.9,88.1,H,non,bac,Provence-Alpes-Côte d’Azur,oui,non,4262,veuf,3.0,0.89,2021-02-16,,10000.0,500.0
Smith,Joshua,51,184.7,62.0,F,oui,doctorat,Provence-Alpes-Côte d’Azur,non,oui,2926,veuf,,0.42,2020-10-25,629.0,5000.0,35758.18072081153
Hill,Lauren,34,170.4,86.6,H,non,master,Normandie,oui,oui,2399,,5.0,0.01,2024-04-09,818.0,5000.0,11737.23847284871
Cline,Rachel,71,169.8,73.9,H,non,bac+2,Bretagne,oui,oui,1287,,2.0,0.63,2021-03-02,800.0,10000.0,2814.1386162062663
Williams,Stephen,28,178.2,72.8,F,non,aucun,Hauts-de-France,oui,oui,1768,,2.0,0.71,2020-11-26,830.0,,500.0
Brown,Joshua,20,157.0,67.8,F,non,aucun,Provence-Alpes-Côte d’Azur,non,oui,1559,,,0.79,2021-10-03,,10000.0,500.0
Gallagher,Sierra,65,162.2,82.4,H,non,bac+2,Bretagne,oui,oui,2632,divorcé,,0.57,2024-12-22,,5000.0,11759.638243193413
Griffin,John,63,179.7,93.6,F,non,bac,Auvergne-Rhône-Alpes,non,oui,2798,marié,,0.9,2020-02-25,,656.99,14866.76807385541
Maldonado,Briana,67,160.3,73.4,F,oui,bac+2,Occitanie,non,oui,3409,,,0.87,2023-02-17,,,18711.663584529637
Lopez,Mary,40,170.3,74.4,H,oui,aucun,Hauts-de-France,oui,non,3130,marié,,0.82,2021-01-11,731.0,,500.0
Glover,James,74,169.1,76.3,F,oui,master,Hauts-de-France,non,oui,1899,veuf,,0.41,2022-07-16,496.0,5000.0,20814.697568663778
Rhodes,Gloria,21,169.3,74.0,F,non,bac,Auvergne-Rhône-Alpes,oui,non,3444,marié,,0.23,2024-07-27,831.0,5000.0,500.0
Garcia,Alyssa,32,150.5,66.6,F,oui,master,Provence-Alpes-Côte d’Azur,non,oui,2603,veuf,,0.35,2021-02-19,,10000.0,30210.987049606567
Davis,Tina,75,184.8,58.6,F,non,master,Bretagne,non,non,3656,divorcé,,0.22,2024-01-12,594.0,10000.0,3066.137791409429
Colon,Mary,37,158.0,66.9,F,non,bac+2,Normandie,oui,oui,4084,veuf,,0.52,2021-02-27,748.0,10000.0,9573.778332032196
Valdez,Kathy,24,180.3,99.8,F,oui,aucun,Occitanie,oui,oui,2306,divorcé,,0.23,2023-12-03,849.0,10000.0,4554.810431805047
Banks,Steven,47,173.5,75.8,F,non,bac+2,Bretagne,oui,oui,2384,,,0.22,2024-10-29,588.0,5000.0,6829.661938726994
Wolfe,Patrick,23,158.8,44.8,F,non,doctorat,Bretagne,oui,non,1713,divorcé,0.0,0.58,2020-10-14,803.0,,500.0
Bass,Brandon,44,162.3,45.4,F,non,aucun,Normandie,oui,oui,1962,marié,1.0,0.7,2020-12-29,363.0,10000.0,500.0
Mcclure,Olivia,35,153.7,76.8,F,oui,doctorat,Bretagne,non,oui,2789,célibataire,4.0,0.64,2024-07-16,,5000.0,29152.59717199099
Anderson,Samantha,40,180.5,85.9,F,oui,doctorat,Bretagne,oui,non,3336,célibataire,,0.21,2022-10-28,,5000.0,500.0
Roy,David,57,160.5,80.2,H,oui,master,Auvergne-Rhône-Alpes,non,non,2623,divorcé,2.0,0.54,2022-12-27,562.0,10000.0,4383.465051415476
Russell,Timothy,41,179.0,35.9,F,oui,master,Île-de-France,non,non,2699,célibataire,5.0,0.33,2025-05-21,,,8620.740440969317
Hall,John,68,177.0,86.3,H,oui,aucun,Bretagne,non,non,3059,divorcé,4.0,0.75,2022-05-24,,5000.0,500.0
Gross,Kelly,23,163.3,61.0,F,oui,aucun,Hauts-de-France,non,non,2360,divorcé,,0.87,2025-04-26,349.0,10000.0,500.0
Thompson,Mark,43,147.0,69.5,F,oui,doctorat,Normandie,oui,oui,4971,divorcé,,0.36,2023-04-28,,10000.0,25883.89703555264
Allen,Anna,21,172.1,54.2,F,non,bac+2,Occitanie,non,oui,500,veuf,3.0,0.22,2024-09-14,,10000.0,2571.4279977966503
Davis,Erin,44,167.9,74.2,F,oui,master,Île-de-France,oui,non,3485,célibataire,,0.78,2020-06-30,500.0,5000.0,6950.6917501230155
Miller,Erika,75,156.9,88.8,F,oui,bac,Bretagne,oui,oui,989,marié,2.0,0.26,2020-01-01,843.0,,12906.990479801345
Smith,Chelsey,32,178.3,78.4,F,oui,aucun,Provence-Alpes-Côte d’Azur,non,oui,2538,,2.0,0.91,2020-04-26,458.0,,21288.40814422946
Johnson,Erika,30,164.7,69.6,H,non,bac,Hauts-de-France,non,oui,2830,,3.0,0.26,2022-10-25,,805.29,7501.263720832778
Rivas,Michelle,23,157.2,47.2,H,oui,master,Île-de-France,oui,oui,3583,veuf,0.0,0.39,2024-12-16,,615.43,13702.678326689054
Wolf,Scott,35,159.0,59.6,H,non,bac,Auvergne-Rhône-Alpes,oui,non,2107,veuf,,0.34,2022-04-01,,5000.0,500.0
Mora,Kirk,32,172.2,63.9,H,oui,aucun,Corse,non,non,4405,,,0.48,2025-02-24,,853.79,500.0
Burch,Jeffrey,58,181.8,86.9,H,oui,doctorat,Occitanie,oui,oui,962,célibataire,5.0,0.87,2024-10-17,,5000.0,14356.8655104378
Collins,Robert,62,186.6,78.8,F,oui,aucun,Île-de-France,non,oui,3271,marié,5.0,0.22,2021-10-19,,5000.0,17984.913231590494
Edwards,Amy,53,173.3,55.2,H,non,doctorat,Occitanie,oui,oui,699,veuf,4.0,0.82,2023-04-08,521.0,989.81,9786.53291738366
Harris,Samantha,48,175.2,72.0,F,non,bac,Corse,non,oui,4371,célibataire,,0.52,2022-01-11,,5000.0,500.0
Roberts,Joshua,32,177.5,71.4,H,oui,doctorat,Hauts-de-France,oui,non,1464,célibataire,5.0,0.76,2025-02-12,391.0,420.05,500.0
Smith,Ashley,19,178.3,47.7,F,non,doctorat,Auvergne-Rhône-Alpes,oui,oui,4022,marié,3.0,0.53,2023-07-13,474.0,,20399.310471048295
Turner,Justin,50,175.3,69.6,F,oui,bac,Hauts-de-France,non,non,2020,célibataire,,0.08,2020-08-21,701.0,718.47,500.0
Schmidt,Kayla,39,156.5,74.0,H,non,master,Occitanie,non,oui,5025,célibataire,,0.38,2021-01-13,,10000.0,28688.895789414644
Le,Monique,29,153.8,60.9,F,oui,doctorat,Occitanie,non,oui,4116,marié,5.0,0.42,2021-07-30,,5000.0,32226.988031995694
Juarez,Bailey,58,165.6,56.9,F,non,doctorat,Provence-Alpes-Côte d’Azur,oui,non,3767,divorcé,,0.32,2022-07-17,537.0,,500.0
Morris,Kathleen,68,158.3,87.4,H,oui,master,Provence-Alpes-Côte d’Azur,oui,non,3955,marié,4.0,0.94,2025-04-06,,933.28,10639.305587861045
Anderson,Collin,39,174.2,43.4,F,non,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,1808,marié,,0.76,2025-03-31,,766.8,5630.096497060186
Ayala,Debra,31,187.1,69.8,H,non,doctorat,Corse,oui,non,2649,divorcé,,0.03,2021-09-28,471.0,10000.0,500.0
Ramirez,Christina,29,172.3,77.4,H,non,bac,Bretagne,non,non,2483,marié,4.0,0.71,2023-11-29,721.0,10000.0,500.0
Bell,Jennifer,53,158.6,72.2,H,oui,aucun,Occitanie,non,non,1371,divorcé,5.0,0.94,2023-01-19,,1069.99,500.0
Barron,Eric,60,156.9,78.6,F,non,bac+2,Normandie,non,oui,2340,marié,2.0,0.06,2022-04-27,,10000.0,15184.584884713415
Hampton,Glenn,45,168.8,91.3,H,non,master,Provence-Alpes-Côte d’Azur,non,oui,2906,célibataire,1.0,0.44,2024-06-08,662.0,1166.1,29132.162879314226
Williams,Matthew,33,173.4,51.0,F,non,aucun,Normandie,non,oui,6049,divorcé,,0.42,2020-02-05,777.0,519.12,15351.456734074622
Travis,David,26,164.8,99.3,H,non,doctorat,Hauts-de-France,non,non,1587,divorcé,,0.73,2022-06-25,845.0,,500.0
Rogers,Sean,23,177.3,71.7,H,oui,bac+2,Hauts-de-France,non,non,1513,veuf,3.0,0.65,2023-08-01,682.0,5000.0,500.0
Rhodes,Julie,42,179.2,76.7,H,non,bac,Auvergne-Rhône-Alpes,non,oui,2273,célibataire,,0.51,2022-12-01,,,11655.390877132535
Peterson,Pamela,45,171.0,58.3,H,oui,aucun,Provence-Alpes-Côte d’Azur,oui,non,3352,veuf,1.0,0.01,2021-03-18,,5000.0,500.0
Foster,Tara,52,171.4,76.8,F,oui,bac,Auvergne-Rhône-Alpes,oui,non,2962,célibataire,4.0,0.4,2022-04-26,,1042.69,500.0
Wallace,Amber,26,177.4,34.3,F,oui,aucun,Île-de-France,non,oui,3531,célibataire,,0.4,2020-05-26,521.0,622.09,8280.067769939777
Castillo,Thomas,52,177.0,58.0,H,non,master,Hauts-de-France,oui,non,2014,divorcé,,0.29,2022-07-28,,5000.0,500.0
Rivera,Dennis,49,183.2,67.0,H,non,bac,Occitanie,oui,non,5607,divorcé,,0.4,2022-04-29,775.0,,500.0
Powell,James,27,179.1,87.6,F,non,bac+2,Bretagne,non,oui,2099,,,0.38,2021-12-30,,5000.0,15284.764778404458
Thompson,Kimberly,71,176.1,62.2,F,oui,bac,Bretagne,non,oui,1534,veuf,5.0,0.05,2023-04-28,,10000.0,20138.50357849674
Brown,Michele,63,166.0,92.2,H,oui,bac+2,Normandie,non,oui,930,marié,1.0,0.46,2023-04-03,303.0,10000.0,8042.88785006186
Allen,James,55,192.3,70.9,H,non,bac,Occitanie,non,non,3907,,,0.14,2021-05-25,,579.29,500.0
Jenkins,Kimberly,36,159.9,71.4,H,non,doctorat,Corse,non,oui,4632,divorcé,3.0,0.41,2022-01-31,,54.98,16683.472226033566
Gomez,Paul,60,163.5,111.2,F,non,master,Corse,oui,oui,500,divorcé,,0.22,2024-02-28,,,500.0
Small,John,22,175.8,67.0,F,oui,aucun,Île-de-France,non,non,884,célibataire,1.0,0.13,2022-12-06,698.0,,500.0
Doyle,Katherine,72,160.5,77.5,H,non,master,Auvergne-Rhône-Alpes,oui,non,2445,veuf,5.0,0.85,2022-05-22,438.0,,500.0
Cruz,Christina,51,175.3,60.4,H,oui,aucun,Normandie,oui,oui,2408,marié,4.0,0.29,2021-10-29,697.0,,2050.7157398082786
Harper,Matthew,19,180.4,79.3,H,non,bac+2,Occitanie,non,oui,500,marié,,0.6,2020-08-23,,,15874.774716771983
Norris,Sierra,26,167.9,68.5,H,non,bac+2,Hauts-de-France,oui,oui,2262,marié,2.0,0.48,2024-07-19,,,500.0
Haley,Kimberly,59,146.9,48.7,H,non,aucun,Île-de-France,non,oui,2618,divorcé,,0.2,2023-02-15,,5000.0,8886.31357750079
Gonzales,Krystal,46,188.4,71.2,F,non,bac,Auvergne-Rhône-Alpes,oui,non,2298,marié,0.0,0.7,2024-08-26,622.0,10000.0,500.0
Bell,Daniel,19,176.1,41.6,F,non,bac,Normandie,oui,oui,3278,marié,,0.66,2023-05-07,,,2813.156186853146
Stewart,Joe,34,175.5,94.5,H,oui,bac+2,Hauts-de-France,non,oui,2425,marié,,0.33,2021-02-19,708.0,10000.0,23210.797866626606
Medina,Abigail,70,170.6,53.7,F,non,doctorat,Île-de-France,non,non,3247,célibataire,2.0,0.79,2020-12-05,502.0,,5257.865301498262
Hill,Katherine,68,172.7,75.0,H,non,bac+2,Normandie,non,non,1217,marié,0.0,0.5,2021-07-31,,437.78,500.0
Adams,Jennifer,19,182.6,60.0,F,oui,bac+2,Corse,oui,non,1382,marié,1.0,0.97,2024-07-05,460.0,1228.62,500.0
Potter,Paula,38,159.9,58.5,H,non,doctorat,Corse,non,non,1866,divorcé,,0.94,2023-10-14,,10000.0,500.0
Hernandez,Dawn,33,163.6,87.7,F,non,aucun,Île-de-France,oui,non,1517,marié,1.0,0.06,2020-12-20,,,500.0
Alvarez,Amanda,50,178.5,66.3,F,oui,master,Normandie,non,oui,2501,célibataire,,0.6,2020-09-11,458.0,567.95,24670.306600109925
Caldwell,Todd,34,175.5,82.6,F,non,doctorat,Provence-Alpes-Côte d’Azur,oui,non,3893,divorcé,,0.33,2024-02-26,760.0,10000.0,7977.963403126492
Roman,Kenneth,62,155.3,67.3,F,non,bac+2,Hauts-de-France,non,non,1915,veuf,0.0,0.7,2021-05-25,,758.8,500.0
Gonzalez,Chad,70,169.1,71.9,H,oui,bac,Hauts-de-France,oui,oui,4917,veuf,,0.53,2021-12-19,607.0,10000.0,13179.96915777943
Mccoy,Chad,62,167.7,69.7,F,non,aucun,Normandie,oui,oui,1393,marié,2.0,0.99,2023-01-05,,,500.0
Ramsey,Jennifer,46,160.3,69.1,H,oui,master,Corse,non,oui,5582,célibataire,0.0,0.83,2020-09-22,,802.5,32624.624247843054
Meadows,Steven,60,162.5,93.2,F,non,master,Provence-Alpes-Côte d’Azur,non,oui,4456,,,0.44,2024-01-05,545.0,930.0,20788.62505341787
Mcdaniel,Justin,73,170.0,59.7,F,oui,bac,Bretagne,oui,non,4222,,,0.03,2023-05-09,531.0,691.24,500.0
Williams,Kathleen,66,180.2,87.2,H,non,master,Corse,non,non,4100,,0.0,0.21,2020-10-22,743.0,,500.0
Luna,Benjamin,39,186.6,82.6,H,oui,master,Occitanie,oui,oui,3149,,,0.85,2023-08-28,600.0,688.67,22092.708515061127
Costa,Michael,29,161.9,57.4,H,non,bac+2,Normandie,oui,non,2152,,4.0,0.88,2022-08-16,,,500.0
Spencer,Alexandra,37,153.9,57.1,F,non,bac+2,Hauts-de-France,oui,non,2652,marié,1.0,0.21,2024-08-17,,10000.0,500.0
Murphy,William,49,186.6,65.8,H,oui,aucun,Auvergne-Rhône-Alpes,non,non,1522,célibataire,1.0,0.09,2023-08-04,450.0,,500.0
Barnett,Lydia,22,164.1,45.9,H,non,bac+2,Bretagne,non,oui,1290,marié,2.0,0.38,2025-04-08,,127.1,16857.98479163118
Baker,Ryan,33,158.6,109.5,H,non,doctorat,Auvergne-Rhône-Alpes,oui,oui,3351,,0.0,0.18,2023-07-05,,10000.0,22455.43441767607
Jones,Elizabeth,72,165.0,56.5,H,oui,bac,Corse,oui,non,3613,célibataire,4.0,0.21,2022-01-21,749.0,5000.0,500.0
Lewis,Ricardo,61,161.3,79.3,H,non,bac+2,Hauts-de-France,oui,non,1664,marié,,0.85,2024-12-20,,10000.0,500.0
Murray,Monica,43,185.8,100.2,F,non,bac,Occitanie,non,non,3269,marié,4.0,1.0,2022-05-25,470.0,,500.0
Taylor,Joshua,60,183.7,80.3,H,oui,doctorat,Occitanie,oui,oui,3928,divorcé,,0.11,2020-05-30,754.0,,34295.832598520334
Davis,Scott,58,162.8,79.3,F,oui,master,Hauts-de-France,oui,oui,3416,,4.0,0.89,2024-08-04,,,18587.129442140165
Fritz,Andrea,22,188.2,104.0,F,non,bac+2,Occitanie,non,oui,3905,marié,1.0,0.05,2022-05-28,440.0,10000.0,18399.61442914501
Hubbard,Casey,33,156.2,68.3,H,oui,aucun,Normandie,non,non,4166,,,0.42,2021-07-26,,297.59,500.0
Sandoval,Matthew,61,174.6,110.8,F,non,bac,Île-de-France,non,non,1552,divorcé,,0.9,2022-07-20,,748.17,500.0
Harris,Justin,48,169.2,76.4,F,oui,doctorat,Corse,oui,oui,1028,,,0.3,2024-09-23,317.0,1018.92,500.0
Gonzalez,Michael,54,172.7,73.8,F,non,master,Corse,non,non,3156,,3.0,0.71,2020-06-20,,,500.0
Martin,Eric,47,151.2,62.3,H,non,aucun,Corse,oui,non,2970,marié,,0.12,2023-09-22,572.0,10000.0,500.0
Ho,Jessica,72,169.0,77.0,F,non,bac,Corse,non,oui,1508,divorcé,2.0,0.46,2023-04-20,,10000.0,500.0
Sanders,Alexander,48,168.0,97.0,F,oui,master,Occitanie,non,oui,4631,divorcé,,0.03,2023-06-13,,5000.0,36033.114778201976
Obrien,Paul,74,186.0,102.9,H,oui,doctorat,Normandie,non,oui,1541,veuf,,0.82,2022-02-16,,,37740.068058608034
Benson,Heidi,45,164.5,82.7,F,non,bac+2,Bretagne,oui,non,2098,,,0.61,2022-09-21,844.0,5000.0,500.0
Davis,Amanda,32,167.6,61.5,H,oui,bac+2,Occitanie,non,oui,4698,célibataire,5.0,0.67,2021-11-13,,,30376.436480777662
Lopez,Brandon,70,161.9,106.7,F,non,master,Normandie,oui,non,1445,divorcé,,0.03,2020-07-31,,10000.0,500.0
Woods,Christopher,30,162.9,66.1,H,non,master,Bretagne,non,non,1633,célibataire,3.0,0.58,2023-11-13,,10000.0,2580.1153810490573
Baldwin,Jordan,20,168.7,63.0,F,non,aucun,Normandie,non,oui,2761,divorcé,,0.85,2024-06-06,,5000.0,500.0
Pittman,Wendy,26,159.0,26.2,F,oui,master,Île-de-France,oui,oui,1791,veuf,,0.99,2020-08-22,424.0,,19556.792496431957
Martinez,Melinda,28,176.0,83.2,H,non,aucun,Provence-Alpes-Côte d’Azur,oui,oui,6285,divorcé,2.0,0.4,2025-03-24,,5000.0,19764.347867278266
Thomas,Gail,66,168.4,44.0,H,non,aucun,Provence-Alpes-Côte d’Azur,oui,non,1255,divorcé,3.0,0.03,2022-09-02,327.0,1035.16,500.0
Padilla,Brandy,29,167.9,84.7,F,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,non,2501,veuf,,0.77,2020-05-05,841.0,5000.0,8951.748512055701
Conrad,Billy,25,161.3,50.5,F,oui,bac+2,Normandie,oui,non,1439,veuf,0.0,0.44,2023-06-26,509.0,5000.0,500.0
Carter,Jon,39,171.8,71.4,H,oui,master,Corse,oui,oui,2884,veuf,0.0,0.55,2022-07-26,408.0,10000.0,22144.99931479974
Johnson,Brian,46,181.0,95.3,H,non,bac,Normandie,oui,oui,500,marié,,0.31,2020-11-07,,,500.0
Fisher,Sergio,26,170.7,35.9,H,oui,bac,Provence-Alpes-Côte d’Azur,non,oui,4878,marié,,0.58,2023-07-14,700.0,,32308.384532419594
Dodson,Michelle,74,169.5,92.8,F,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,3148,célibataire,,0.31,2021-11-28,,1268.3,25707.40229811243
Singh,Madison,32,174.0,66.8,H,oui,bac,Occitanie,non,oui,1623,divorcé,,0.08,2021-12-03,544.0,,15491.537251224858
Brown,Martin,67,157.2,97.3,F,oui,bac+2,Auvergne-Rhône-Alpes,oui,oui,2066,veuf,,0.49,2021-09-14,,5000.0,16226.947381582757
